9223,357.96,0,218
9223,325.77,0,218
9223,293.58,0,218
9223,261.38,0,218
9223,229.19,0,218
9223,197.0,0,218
9223,164.81,0,218
9223,132.62,0,204
9223,100.43,0,120
9223,68.23,0,90
9223,36.04,0,72
9223,3.85,0,218
9226,4.39,0,218
9226,4.93,0,218
9226,5.47,0,218
9226,6.01,0,218
9226,6.55,0,218
9226,7.09,0,218
9226,7.62,0,218
9226,8.16,0,204
9226,8.7,0,120
9226,9.24,0,90
9226,9.78,0,72
9226,10.32,0,218
9229,10.86,0,218
9229,11.4,0,218
9229,11.94,0,218
9229,12.48,0,218
9229,13.02,0,218
9229,13.56,0,218
9229,14.09,0,218
9229,14.63,0,204
9229,15.17,0,120
9229,15.71,0,90
9229,16.25,0,72
9229,16.79,0,218
9232,17.32,0,218
9232,17.86,0,218
9232,18.4,0,218
9232,18.94,0,218
9232,19.48,0,218
9232,20.02,0,218
9232,20.55,0,218
9232,21.09,0,204
9232,21.63,0,120
9232,22.17,0,90
9232,22.71,0,72
9232,23.25,0,218
9235,23.79,0,218
9235,24.33,0,218
9235,24.87,0,218
9235,25.41,0,218
9235,25.95,0,218
9235,26.49,0,218
9235,27.03,0,218
9235,27.57,0,204
9235,28.11,0,120
9235,28.65,0,90
9235,29.19,0,72
9235,29.73,0,218
9238,30.26,0,218
9238,30.8,0,218
9238,31.34,0,218
9238,31.88,0,218
9238,32.42,0,218
9238,32.96,0,218
9238,33.49,0,218
9238,34.03,0,204
9238,34.57,0,120
9238,35.11,0,90
9238,35.65,0,72
9238,36.19,0,218
9241,36.73,0,218
9241,37.27,0,218
9241,37.81,0,218
9241,38.34,0,218
9241,38.88,0,218
9241,39.42,0,218
9241,39.96,0,218
9241,40.5,0,204
9241,41.04,0,120
9241,41.57,0,90
9241,42.11,0,72
9241,42.65,0,218
9244,43.19,0,218
9244,43.73,0,218
9244,44.28,0,218
9244,44.82,0,218
9244,45.36,0,218
9244,45.9,0,218
9244,46.45,0,218
9244,46.99,0,204
9244,47.53,0,120
9244,48.07,0,90
9244,48.62,0,72
9244,49.16,0,218
9247,49.7,0,218
9247,50.24,0,218
9247,50.78,0,218
9247,51.32,0,218
9247,51.86,0,218
9247,52.4,0,218
9247,52.93,0,218
9247,53.47,0,204
9247,54.01,0,120
9247,54.55,0,90
9247,55.09,0,72
9247,55.63,0,218
9250,56.18,0,218
9250,56.72,0,218
9250,57.26,0,218
9250,57.8,0,218
9250,58.34,0,218
9250,58.88,0,218
9250,59.41,0,218
9250,59.95,0,204
9250,60.49,0,120
9250,61.03,0,90
9250,61.57,0,72
9250,62.11,0,218
9253,62.66,0,218
9253,63.2,0,218
9253,63.74,0,218
9253,64.27,0,218
9253,64.81,0,218
9253,65.35,0,218
9253,65.89,0,218
9253,66.43,0,204
9253,66.97,0,120
9253,67.5,0,90
9253,68.04,0,72
9253,68.58,0,218
9256,69.12,0,218
9256,69.66,0,218
9256,70.19,0,218
9256,70.73,0,218
9256,71.27,0,218
9256,71.81,0,218
9256,72.34,0,218
9256,72.88,0,204
9256,73.42,252,124
9256,73.96,260,168
9256,74.49,258,180
9256,75.03,250,216
9259,75.57,250,216
9259,76.11,249,216
9259,76.65,250,216
9259,77.18,250,216
9259,77.72,250,216
9259,78.26,251,216
9259,78.8,252,216
9259,79.34,254,216
9259,79.88,255,216
9259,80.41,257,216
9259,80.95,258,216
9259,81.49,260,216
9262,82.03,262,216
9262,82.57,263,216
9262,83.11,265,216
9262,83.64,267,216
9262,84.18,269,216
9262,84.72,271,216
9262,85.26,272,216
9262,85.8,274,216
9262,86.34,276,214
9262,86.87,278,216
9262,87.41,280,216
9262,87.95,282,216
9265,88.49,284,216
9265,89.03,286,216
9265,89.56,289,216
9265,90.1,291,216
9265,90.63,294,216
9265,91.17,296,216
9265,91.7,299,216
9265,92.24,302,216
9265,92.77,304,216
9265,93.31,307,216
9265,93.84,310,216
9265,94.38,313,216
9268,94.91,316,216
9268,95.45,319,216
9268,95.99,322,216
9268,96.52,326,216
9268,97.06,330,216
9268,97.6,333,216
9268,98.14,335,216
9268,98.68,342,214
9268,99.22,349,214
9268,99.75,374,214
9268,100.29,372,214
9268,100.83,378,214
9271,101.38,389,214
9271,101.92,382,214
9271,102.47,366,214
9271,103.01,361,214
9271,103.55,369,216
9271,104.09,375,214
9271,104.64,371,214
9271,105.18,368,216
9271,105.72,375,214
9271,106.26,376,214
9271,106.81,377,214
9271,107.35,379,214
9274,107.89,381,214
9274,108.43,384,214
9274,108.97,387,214
9274,109.51,393,214
9274,110.05,396,214
9274,110.59,0,214
9274,111.14,0,214
9274,111.68,461,212
9274,112.22,457,212
9274,112.76,452,212
9274,113.3,447,214
9274,113.84,443,214
9277,114.38,439,214
9277,114.92,435,214
9277,115.45,431,214
9277,115.99,428,214
9277,116.52,423,214
9277,117.06,419,214
9277,117.59,416,212
9277,118.13,414,212
9277,118.66,409,214
9277,119.2,406,212
9277,119.73,403,212
9277,120.27,399,214
9280,120.81,396,212
9280,121.34,393,212
9280,121.88,390,214
9280,122.41,387,214
9280,122.95,386,214
9280,123.48,383,214
9280,124.02,379,214
9280,124.55,378,214
9280,125.09,375,214
9280,125.62,373,214
9280,126.16,371,214
9280,126.69,369,214
9283,127.23,366,214
9283,127.77,364,214
9283,128.3,362,214
9283,128.84,360,216
9283,129.38,358,216
9283,129.92,357,216
9283,130.45,355,216
9283,130.99,355,216
9283,131.53,353,214
9283,132.07,352,216
9283,132.6,350,216
9283,133.14,349,214
9286,133.67,347,214
9286,134.21,345,214
9286,134.74,344,214
9286,135.28,343,214
9286,135.82,341,214
9286,136.36,340,214
9286,136.89,338,216
9286,137.43,336,216
9286,137.97,335,216
9286,138.51,333,216
9286,139.04,332,216
9286,139.58,331,216
9289,140.12,330,216
9289,140.66,329,216
9289,141.2,327,216
9289,141.73,326,216
9289,142.27,326,216
9289,142.81,325,216
9289,143.35,324,216
9289,143.89,323,214
9289,144.43,322,216
9289,144.96,322,214
9289,145.5,320,214
9289,146.04,321,216
9292,146.58,320,216
9292,147.12,320,214
9292,147.65,319,216
9292,148.19,318,216
9292,148.73,318,216
9292,149.26,317,216
9292,149.8,316,216
9292,150.33,316,214
9292,150.87,316,216
9292,151.41,316,216
9292,151.94,315,214
9292,152.48,314,216
9295,153.01,314,216
9295,153.55,314,216
9295,154.09,313,216
9295,154.62,313,216
9295,155.16,313,216
9295,155.7,314,216
9295,156.24,314,216
9295,156.78,313,214
9295,157.32,313,214
9295,157.85,313,216
9295,158.39,313,216
9295,158.93,314,216
9298,159.47,313,216
9298,160.01,314,216
9298,160.54,314,216
9298,161.08,314,216
9298,161.62,314,216
9298,162.16,315,216
9298,162.69,315,216
9298,163.23,316,216
9298,163.77,316,214
9298,164.31,316,216
9298,164.84,316,216
9298,165.38,317,216
9301,165.92,317,216
9301,166.45,317,216
9301,166.99,319,216
9301,167.52,319,216
9301,168.06,319,216
9301,168.59,320,216
9301,169.13,321,216
9301,169.66,321,216
9301,170.2,322,214
9301,170.73,323,216
9301,171.27,323,216
9301,171.8,324,214
9304,172.34,325,216
9304,172.88,326,216
9304,173.42,327,216
9304,173.95,328,216
9304,174.49,329,216
9304,175.03,330,216
9304,175.57,331,216
9304,176.11,332,216
9304,176.65,333,216
9304,177.18,334,216
9304,177.72,335,216
9304,178.26,337,216
9307,178.79,338,214
9307,179.33,339,216
9307,179.87,340,214
9307,180.4,341,214
9307,180.94,343,214
9307,181.48,344,214
9307,182.02,345,214
9307,182.56,347,214
9307,183.1,347,216
9307,183.63,341,216
9307,184.17,333,216
9307,184.71,332,216
9310,185.25,331,216
9310,185.79,331,216
9310,186.33,330,216
9310,186.87,329,216
9310,187.41,329,216
9310,187.95,329,216
9310,188.49,329,216
9310,189.03,330,216
9310,189.57,331,216
9310,190.11,332,216
9310,190.65,333,216
9310,191.19,335,216
9313,191.73,336,216
9313,192.27,337,216
9313,192.81,339,214
9313,193.35,340,214
9313,193.89,342,214
9313,194.43,344,214
9313,194.96,346,214
9313,195.5,349,214
9313,196.04,351,216
9313,196.58,354,214
9313,197.12,356,216
9313,197.66,358,214
9316,198.2,361,214
9316,198.74,364,214
9316,199.28,367,214
9316,199.81,370,214
9316,200.35,373,214
9316,200.89,376,214
9316,201.43,380,214
9316,201.97,383,214
9316,202.51,386,214
9316,203.04,390,214
9316,203.58,393,214
9316,204.12,397,214
9319,204.66,401,214
9319,205.2,405,214
9319,205.75,409,214
9319,206.29,413,214
9319,206.84,417,214
9319,207.38,422,214
9319,207.93,427,212
9319,208.47,433,214
9319,209.02,441,212
9319,209.56,465,78
9319,210.11,0,214
9319,210.65,606,214
9322,211.19,628,214
9322,211.73,620,212
9322,212.28,577,212
9322,212.82,576,212
9322,213.37,557,196
9322,213.91,576,214
9322,214.46,586,212
9322,215.0,586,214
9322,215.55,582,212
9322,216.09,581,214
9322,216.64,568,212
9322,217.18,581,212
9325,217.72,532,174
9325,218.26,492,208
9325,218.81,494,212
9325,219.35,495,208
9325,219.89,496,206
9325,220.43,499,204
9325,220.98,508,186
9325,221.52,551,100
9325,222.06,579,134
9325,222.6,630,202
9325,223.15,0,212
9325,223.69,586,144
9328,224.24,593,138
9328,224.78,0,208
9328,225.32,673,164
9328,225.86,685,158
9328,226.4,699,164
9328,226.94,719,180
9328,227.49,738,182
9328,228.03,760,194
9328,228.57,762,186
9328,229.11,788,196
9328,229.65,0,212
9328,230.19,0,144
9331,230.74,759,208
9331,231.27,809,96
9331,231.81,804,96
9331,232.34,820,102
9331,232.88,0,164
9331,233.41,0,180
9331,233.95,0,182
9331,234.48,1945,212
9331,235.02,1983,210
9331,235.55,2050,210
9331,236.09,2143,210
9331,236.62,2221,212
9334,237.16,2256,210
9334,237.7,2389,212
9334,238.24,2473,212
9334,238.78,2498,212
9334,239.32,2492,212
9334,239.86,2473,212
9334,240.41,2471,212
9334,240.95,613,100
9334,241.49,597,92
9334,242.03,587,106
9334,242.57,585,212
9334,243.11,583,178
9337,243.65,585,214
9337,244.19,582,192
9337,244.73,582,168
9337,245.27,585,166
9337,245.81,587,148
9337,246.35,589,142
9337,246.88,592,140
9337,247.42,597,122
9337,247.96,601,110
9337,248.5,605,110
9337,249.04,610,100
9337,249.58,618,100
9340,250.12,623,90
9340,250.66,631,88
9340,251.2,641,102
9340,251.75,645,96
9340,252.29,653,98
9340,252.83,662,90
9340,253.37,674,82
9340,253.91,682,214
9340,254.45,690,214
9340,255.0,696,212
9340,255.54,0,100
9340,256.08,0,100
9343,256.62,0,90
9343,257.16,0,88
9343,257.71,2994,212
9343,258.25,3011,212
9343,258.79,3018,212
9343,259.33,3017,212
9343,259.88,810,212
9343,260.42,809,212
9343,260.96,806,212
9343,261.5,803,212
9343,262.05,800,212
9343,262.59,796,212
9346,263.13,793,214
9346,263.67,790,212
9346,264.21,789,212
9346,264.76,791,212
9346,265.3,795,212
9346,265.84,799,212
9346,266.38,802,208
9346,266.92,805,186
9346,267.46,808,142
9346,268.01,790,212
9346,268.55,282,216
9346,269.09,280,216
9349,269.64,279,214
9349,270.18,277,216
9349,270.72,275,216
9349,271.26,273,216
9349,271.8,272,216
9349,272.34,271,216
9349,272.88,270,216
9349,273.42,270,216
9349,273.96,269,216
9349,274.5,269,216
9349,275.04,268,216
9349,275.58,268,216
9352,276.13,268,216
9352,276.67,268,216
9352,277.21,268,216
9352,277.74,268,216
9352,278.28,269,216
9352,278.82,269,216
9352,279.36,270,216
9352,279.9,270,216
9352,280.44,271,216
9352,280.97,273,216
9352,281.51,273,216
9352,282.05,275,216
9355,282.59,277,216
9355,283.13,278,216
9355,283.68,280,216
9355,284.22,282,216
9355,284.76,285,216
9355,285.3,288,216
9355,285.85,291,216
9355,286.39,295,216
9355,286.93,298,216
9355,287.47,295,216
9355,288.02,306,216
9355,288.56,317,216
9358,289.1,319,216
9358,289.64,321,216
9358,290.18,324,216
9358,290.73,320,216
9358,291.27,321,214
9358,291.81,325,216
9358,292.35,321,216
9358,292.89,336,216
9358,293.43,340,216
9358,293.98,336,216
